"Entidad","Nit Entidad","Departamento Entidad","Ciudad Entidad","OrdenEntidad","Entidad Centralizada","ID del Proceso","Referencia del Proceso","PCI","ID del Portafolio","Nombre del Procedimiento","Descripción del Procedimiento","Fase","Fecha de Publicacion del Proceso","Fecha de Ultima Publicación","Fecha de Publicacion (Fase Planeacion Precalificacion)","Fecha de Publicacion (Fase Seleccion Precalificacion)","Fecha de Publicacion (Manifestacion de Interes)","Fecha de Publicacion (Fase Borrador)","Fecha de Publicacion (Fase Seleccion)","Precio Base","Modalidad de Contratacion","Justificación Modalidad de Contratación","Duracion","Unidad de Duracion","Fecha de Recepcion de Respuestas","Fecha de Apertura de Respuesta","Fecha de Apertura Efectiva","Ciudad de la Unidad de Contratación","Nombre de la Unidad de Contratación","Proveedores Invitados","Proveedores con Invitacion Directa","Visualizaciones del Procedimiento","Proveedores que Manifestaron Interes","Respuestas al Procedimiento","Respuestas Externas","Conteo de Respuestas a Ofertas","Proveedores Unicos con Respuestas","Numero de Lotes","Estado del Procedimiento","ID Estado del Procedimiento","Adjudicado","ID Adjudicacion","CodigoProveedor","Departamento Proveedor","Ciudad Proveedor","Fecha Adjudicacion","Valor Total Adjudicacion","Nombre del Adjudicador","Nombre del Proveedor Adjudicado","NIT del Proveedor Adjudicado","Codigo Principal de Categoria","Estado de Apertura del Proceso","Tipo de Contrato","Subtipo de Contrato","Categorias Adicionales","URLProceso","Codigo Entidad","Estado Resumen"
"EMPRESA SOCIAL DEL ESTADO PASTO SALUD E.S.E.","900091143","No Definido","No Definido","Territorial","Centralizada","CO1.REQ.9228857","1128-2025","709543227","CO1.BDOS.9064684","PRESTACION DE SERVICIOS","Contratar la prestación de servicios como AUXILIAR DE ENFERMERIA con el fin de llevar a cabo las actividades descritas para los equipos básicos de salud en el territorio asignado, haciendo énfasis en el fortalecimiento de la Atención Primaria en Salud, en el marco de la implementación del modelo de salud preventivo y predictivo que garantice el derecho fundamental a la salud e incida en los resultados en salud de las personas, familias y comunidades del territorio,","Presentación de oferta","11/07/2025","11/07/2025",,,,,"11/07/2025","$6,300,000","Contratación régimen especial","Regla aplicable","56","día(s)",,,,"Pasto","Oficina Asesora Jurídica Pasto Salud","0","0","0","0","0","0","0","0","0","Publicado","50","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.80111701","Abierto","Prestación de servicios","No Definido","No definido","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.9089082","709,543,227","Presentación de oferta"
"EMPRESA SOCIAL DEL ESTADO PASTO SALUD E.S.E.","900091143","No Definido","No Definido","Territorial","Centralizada","CO1.REQ.6362591","365-2024","709543227","CO1.BDOS.6239391","PRESTACION DE SERVICIOS","CONTRATAR LA PRESTACIÓN DE SERVICIOS COMO AUXILIAR DE ENFERMERIA CON EL FIN DE LLEVAR A CABO LAS ACTIVIDADES DESCRITAS PARA LOS EQUIPOS BÁSICOS DE SALUD EN EL MICRO TERRITORIO ASIGNADO, EL DESARROLLO DE LA ESTRATEGIA DE ATENCIÓN PRIMARIA EN SALUD, MEDIANTE LA VISITA DOMICILIARIA DE LA POBLACIÓN DEL MUNICIPIO DE PASTO","Presentación de oferta","06/11/2024","06/11/2024",,,,,"06/11/2024","$6,000,000","Contratación régimen especial","Regla aplicable","3","Mes(es)",,,,"Pasto","Oficina Asesora Jurídica Pasto Salud","0","0","0","0","0","0","0","0","0","Publicado","50","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.80111701","Abierto","Prestación de servicios","No Definido","No definido","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.6249524","709,543,227","Presentación de oferta"
"EMPRESA SOCIAL DEL ESTADO PASTO SALUD E.S.E.","900091143","No Definido","No Definido","Territorial","Centralizada","CO1.REQ.9958336","0322-2026","709543227","CO1.BDOS.9789928","CONTRATO DE PRESTACION DE SERVICIOS","Contratar la prestación de servicios como GESTOR COMUNITARIO EN PROCESO DE FORMACION COMO AUXILIAR PROMOTOR DE SALUD con el fin de llevar a cabo las actividades descritas para los equipos básicos de salud en el territorio asignado, haciendo énfasis en el fortalecimiento de la Atención Primaria en Salud, en el marco de la implementación del modelo de salud preventivo y predictivo que garantice el derecho fundamental a la salud e incida en los resultados en salud de las personas, familias y comuni","Presentación de oferta","01/27/2026","01/27/2026",,,,,"01/27/2026","$6,000,000","Contratación régimen especial","Regla aplicable","3","Mes(es)",,,,"Pasto","Oficina Asesora Jurídica Pasto Salud","0","0","0","0","0","0","0","0","0","Publicado","50","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.80111701","Abierto","Prestación de servicios","No Definido","No definido","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.9809130","709,543,227","Presentación de oferta"
"EMPRESA SOCIAL DEL ESTADO PASTO SALUD E.S.E.","900091143","No Definido","No Definido","Territorial","Centralizada","CO1.REQ.3380361","357-2022","709543227","CO1.BDOS.3292891","PRESTACION DE SERVICIOS","El contratista se compromete para con la Empresa Social del estado PASTO SALUD ESE. a la  prestación de servicios profesionales dirigidos a apoyar en el Sistema de Gestión de Calidad y el cumplimiento de los requisitos aplicables a la norma NTC ISO 9001:2015, en los procesos ESTRATEGICOS:MISIONALES: Gestión de Imagenología, Gestión del Servicio Farmacéutico, Gestión Ambulatoria, Gestión de Laboratorio, Gestión y orientación atención al usuario, Gestión de Hospitalización, Gestión de Urgencias; A","Presentación de oferta","09/19/2022","09/19/2022",,,,,"09/19/2022","$6,500,538","Contratación régimen especial","Regla aplicable","2","Mes(es)",,,,"Pasto","Oficina Asesora Jurídica Pasto Salud","0","0","0","0","0","0","0","0","0","Publicado","50","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.80111701","Abierto","Prestación de servicios","No Definido","No definido","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.3295869","709,543,227","Presentación de oferta"
"EMPRESA SOCIAL DEL ESTADO PASTO SALUD E.S.E.","900091143","No Definido","No Definido","Territorial","Centralizada","CO1.REQ.5487651","022-2024","709543227","CO1.BDOS.5369503","PRESTACION DE SERVICIOS","Prestar el servicio de conectividad entre todas sedes de Pasto Salud, de acuerdo a las siguientes especificaciones técnicas. Para el cumplimiento del objeto contractual el contratista deberá garantizar la prestación del servicio de acuerdo a las siguientes características técnicas.","Presentación de oferta","01/03/2024","01/03/2024",,,,,"01/03/2024","$133,285,950","Contratación régimen especial","Regla aplicable","6","Mes(es)",,,,"Pasto","Oficina Asesora Jurídica Pasto Salud","0","0","0","0","0","0","0","0","0","Publicado","50","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.43232911","Abierto","Prestación de servicios","No Definido","No definido","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5382034","709,543,227","Presentación de oferta"
"EMPRESA SOCIAL DEL ESTADO PASTO SALUD E.S.E.","900091143","No Definido","No Definido","Territorial","Centralizada","CO1.REQ.4557206","206-2023","709543227","CO1.BDOS.4454891","PRESTACION DE SERVICIOS","El contratista se compromete para con la Empresa Social del Estado PASTO SALUD ESE a prestar sus servicios como psicólogo para apoyar las actividades establecidas en la problemática de SPA - Conducta Suicida, así, mismo, apoyar las actividades del componente transversal, según anexo técnico de esta vigencia, para dar cumplimiento al Contrato Interadministrativo No.20231729.","Presentación de oferta","05/23/2023","05/23/2023",,,,,"05/23/2023","$22,896,900","Contratación régimen especial","Regla aplicable","225","día(s)",,,,"Pasto","Oficina Asesora Jurídica Pasto Salud","0","0","0","0","0","0","0","0","0","Publicado","50","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.80111701","Abierto","Prestación de servicios","No Definido","No definido","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4459670","709,543,227","Presentación de oferta"
"EMPRESA SOCIAL DEL ESTADO PASTO SALUD E.S.E.","900091143","No Definido","No Definido","Territorial","Centralizada","CO1.REQ.9238385","1113-2025","709543227","CO1.BDOS.9074279","PRESTACION DE SERVICIOS - LISSETH YAMILE HUERTAS TENGANAN","Contratar la prestación de servicios como GESTOR COMUNITARIO EN PROCESO DE FORMACION COMO AUXILIAR PROMOTOR DE SALUD con el fin de llevar a cabo las actividades descritas para los equipos básicos de salud en el territorio asignado, haciendo énfasis en el fortalecimiento de la Atención Primaria en Salud, en el marco de la implementación del modelo de salud preventivo y predictivo que garantice el derecho fundamental a la salud e incida en los resultados en salud de las personas, familia....","Presentación de oferta","11/10/2025","11/10/2025",,,,,"11/10/2025","$4,000,000","Contratación régimen especial","Regla aplicable","2","Mes(es)",,,,"Pasto","Oficina Asesora Jurídica Pasto Salud","0","0","0","0","0","0","0","0","0","Publicado","50","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.80111701","Abierto","Prestación de servicios","No Definido","No definido","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.9099034","709,543,227","Presentación de oferta"
"EMPRESA SOCIAL DEL ESTADO PASTO SALUD E.S.E.","900091143","No Definido","No Definido","Territorial","Centralizada","CO1.REQ.6993195","810-2024","709543227","CO1.BDOS.6863351","PRESTACION DE SERVICIOS","Contratar la prestación de servicios como AUXILIAR DE ENFERMERIA con el fin de llevar a cabo las actividades descritas para los equipos básicos de salud en el territorio asignado, haciendo enfasis en el fortalecimiento de la Atención Primaria en Salud, en el marco de la implementación del modelo de salud preventivo y predictivo que garantice el derecho fundamental a la salud e incida en los resultados en salud de las personas, familias y comunidades del territorio, dentro del desarro","Presentación de oferta","10/10/2024","10/10/2024",,,,,"10/10/2024","$9,000,000","Contratación régimen especial","Regla aplicable","3","Mes(es)",,,,"Pasto","Oficina Asesora Jurídica Pasto Salud","0","0","0","0","0","0","0","0","0","Publicado","50","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.80111701","Abierto","Prestación de servicios","No Definido","No definido","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.6872914","709,543,227","Presentación de oferta"
"EMPRESA SOCIAL DEL ESTADO PASTO SALUD E.S.E.","900091143","No Definido","No Definido","Territorial","Centralizada","CO1.REQ.4911854","78101604","709543227","CO1.BDOS.4804441","Prestación de servicios","Contratar la prestación de servicios de transporte especial terrestre automotor para el traslado de personas, bienes correspondencia, medicamentos, muestras de laboratorios, equipos y mobiliario entre otros, necesario para el cumplimiento del objeto social de la empresa social del ESTADO PASTO SALUD ESE.","Presentación de oferta","08/04/2023","08/04/2023",,,,,"08/04/2023","$90,000,000","Contratación régimen especial","Regla aplicable","141","día(s)",,,,"Pasto","Oficina Asesora Jurídica Pasto Salud","0","0","0","0","0","0","0","0","0","Publicado","50","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.78101604","Abierto","Prestación de servicios","No Definido","No definido","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4812753","709,543,227","Presentación de oferta"
"EMPRESA SOCIAL DEL ESTADO PASTO SALUD E.S.E.","900091143","No Definido","No Definido","Territorial","Centralizada","CO1.REQ.6980626","739-2024","709543227","CO1.BDOS.6850929","PRESTACION DE SERVICIOS","CONTRATAR PRESTACIOND E SERVICIOS COMO AUXILIAR DE ENFERMERIA  CON EL FIN DE LLEVAR A CABO  LAS ACTIVIDADES DESCRITAS  PARA LOS EQUIPOS BASICOS  DE SALUD","Presentación de oferta","10/08/2024","10/08/2024",,,,,"10/08/2024","$9,000,000","Contratación régimen especial","Regla aplicable","90","día(s)",,,,"Pasto","Oficina Asesora Jurídica Pasto Salud","0","0","0","0","0","0","0","0","0","Publicado","50","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.80111701","Abierto","Prestación de servicios","No Definido","No definido","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.6860434","709,543,227","Presentación de oferta"
"EMPRESA SOCIAL DEL ESTADO PASTO SALUD E.S.E.","900091143","No Definido","No Definido","Territorial","Centralizada","CO1.REQ.5881978","108-2024","709543227","CO1.BDOS.5765171","SUMINISTROS - LA MUELA S.A.S","Suministro de material odontológico para la Empresa Social del Estado PASTO SALUD ESE.","Presentación de oferta","03/04/2024","03/04/2024",,,,,"03/04/2024","$33,298,758","Contratación régimen especial","Regla aplicable","106","día(s)",,,,"Pasto","Oficina Asesora Jurídica Pasto Salud","0","0","0","0","0","0","0","0","0","Publicado","50","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.42151620","Abierto","Suministros","No Definido","No definido","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5772598","709,543,227","Presentación de oferta"
"EMPRESA SOCIAL DEL ESTADO PASTO SALUD E.S.E.","900091143","No Definido","No Definido","Territorial","Centralizada","CO1.REQ.5530261","050-2024","709543227","CO1.BDOS.5412509","PRESTACION DE SERVICIOS - JULIANA CHAVES SALAS","Prestación de servicios profesionales con conocimientos en el área de la salud dirigidos a apoyar el mantenimiento del Sistema único de Acreditación y el sistema de gestión de calidad bajo la norma ISO 9001:2015 en cumplimiento de los requisitos y estándares aplicables, en la Red Oriente de la Empresa Social del Estado Pasto Salud ESE","Presentación de oferta","01/12/2024","01/12/2024",,,,,"01/12/2024","$21,500,532","Contratación régimen especial","Regla aplicable","6","Mes(es)",,,,"Pasto","Oficina Asesora Jurídica Pasto Salud","0","0","0","0","0","0","0","0","0","Publicado","50","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.80111701","Abierto","Prestación de servicios","No Definido","No definido","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5424103","709,543,227","Presentación de oferta"
"EMPRESA SOCIAL DEL ESTADO PASTO SALUD E.S.E.","900091143","No Definido","No Definido","Territorial","Centralizada","CO1.REQ.9096542","1009-2025","709543227","CO1.BDOS.8934232","CONTRATO DE PRESTACION DE SERVICIOS","Contratar la prestación de servicios como GESTOR COMUNITARIO EN PROCESO DE FORMACION COMO AUXILIAR PROMOTOR DE SALUD con el fin de llevar a cabo las actividades descritas para los equipos básicos de salud en el territorio asignado, haciendo énfasis en el fortalecimiento de la Atención Primaria en Salud, en el marco de la implementación del modelo de salud preventivo y predictivo que garantice el derecho fundamental a la salud e incida en los resultados en salud de las personas, familias y comuni","Presentación de oferta","10/16/2025","10/16/2025",,,,,"10/16/2025","$6,000,000","Contratación régimen especial","Regla aplicable","80","día(s)",,,,"Pasto","Oficina Asesora Jurídica Pasto Salud","0","0","0","0","0","0","0","0","0","Publicado","50","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.80111701","Abierto","Prestación de servicios","No Definido","No definido","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8959066","709,543,227","Presentación de oferta"
